Major,Male,Female,Neutral
Ed Organization and Leadership ,7,3,0
Human Resource Education ,2,1,0
Ed Organization and Leadership ,2,24,0
Ed Organization and Leadership ,10,20,0
Human Resource Education ,1,12,0
Human Resource Education ,0,1,0
Human Resource Education ,1,0,0
Human Resource Education ,0,3,0
Ed Organization and Leadership ,1,2,0
Ed Organization and Leadership ,0,1,0
Educational Policy Studies ,3,0,0
Human Resource Education ,9,13,0
Agricultural Engineering ,1,0,0
Agricultural & Biological Engr ,0,2,0
Agricultural & Biological Engr ,15,5,0
Agricultural & Biological Engr ,9,5,0
Computer Science ,11,1,0
Bioinformatics ,1,1,0
Mechanical Engineering ,1,0,0
Mechanical Engineering ,1,0,0
Materials Science & Engr ,5,2,0
Materials Science & Engr ,15,7,0
Materials Science & Engr ,19,3,0
Materials Science & Engr ,11,9,0
Materials Science & Engr ,22,12,0
Materials Science & Engr ,1,0,0
Nuclear Engineering ,9,3,0
Nuclear Engineering ,2,0,0
"Nuclear, Plasma, Radiolgc Engr ",62,5,0
"Nuclear, Plasma, Radiolgc Engr ",23,2,0
"Nuclear, Plasma, Radiolgc Engr ",6,3,0
Music ,3,5,0
Music ,48,90,1
Music ,10,5,0
Music ,2,3,0
Music ,19,2,0
Music ,1,0,0
Music Education ,11,21,0
Music Education ,51,51,0
Music Education ,2,4,0
Music ,17,22,0
Music ,4,1,0
Music ,3,2,0
Music ,0,5,0
Music ,3,0,0
Music ,2,0,0
Music ,1,0,0
Music ,12,4,0
Crafts ,1,2,0
Crafts ,1,10,0
Art and Design ,2,2,0
Art and Design ,3,4,0
Art and Design ,0,6,0
Art and Design ,4,5,0
Art and Design ,1,2,0
Art and Design ,0,4,0
Landscape Architecture ,1,1,0
Architecture ,89,54,0
Architecture ,21,16,0
Theatre ,2,3,0
Theatre ,9,18,0
Theatre ,16,25,0
Theatre ,0,3,0
Theatre ,3,0,0
Theatre ,6,2,0
Theatre ,3,1,0
Theatre ,1,1,0
Theatre ,20,18,0
Theatre ,6,3,0
Theatre ,15,14,0
Media and Cinema Studies ,32,23,0
Media and Cinema Studies ,17,29,1
Agricultural Communications ,3,9,0
Agricultural Communications ,0,2,0
Agricultural Communications ,0,1,0
Anthropology ,3,5,0
Anthropology ,0,1,0
Mathematics ,1,0,0
Mathematics ,4,0,0
Mathematics ,1,1,0
Mathematics ,12,3,0
Mathematics ,4,0,0
Mathematics ,5,1,0
Mathematics ,0,1,0
Mathematics ,13,40,0
Mathematics ,1,0,0
Applied Mathematics ,7,7,0
"Earth Systems, Env, & Society ",3,3,0
"Earth Systems, Env, & Society ",0,1,0
"Earth Systems, Env, & Society ",6,4,0
"Earth Systems, Env, & Society ",1,0,0
"Earth, Society, & Environment ",12,9,0
"Earth, Society, & Environment ",1,2,0
"Earth, Society, & Environment ",9,6,0
"Earth, Soc, Env Sustainability ",22,16,0
"Earth, Soc, Env Sustainability ",1,2,0
"Earth, Soc, Env Sustainability ",2,0,0
"Earth, Soc, Env Sustainability ",10,6,0
"Earth, Soc, Env Sustainability ",2,1,0
E Asian Languages & Cultures ,0,1,0
Integrative Biology ,10,20,0
Integrative Biology ,1,0,0
Biology ,3,2,0
Biology ,9,4,0
Biology ,0,3,0
Biology ,3,5,0
Economics ,61,53,0
Chemistry ,1,0,0
Chemistry ,4,5,0
Molecular and Cellular Biology ,15,30,0
Molecular and Cellular Biology ,6,4,0
History ,0,1,0
History ,31,30,0
Religious Studies ,1,0,0
Religion ,1,1,0
Religion ,1,0,0
Religion ,1,0,0
English ,16,51,0
English ,0,2,0
Rhetoric ,30,47,0
Rhetoric ,4,10,0
Classics ,1,0,0
Classics ,1,2,0
Classics ,1,2,0
Classics ,0,1,0
Interdisciplinary ,0,1,0
Physics ,6,1,0
Statistics ,1,0,0
Statistics ,5,5,0
Spanish ,1,3,0
Geology ,1,1,0
Geology ,4,0,0
Geology ,2,2,0
Chemical Engineering ,2,6,0
Political Science ,4,9,0
Comparative Literature ,1,1,0
Geography ,1,0,0
Geography ,0,1,0
Geography ,4,1,0
Geography & Geographic Info Sc ,1,0,0
Germanic Lang & Lit ,1,0,0
Germanic Lang & Lit ,1,1,0
Germanic Lang & Lit ,1,1,0
Germanic Lang & Lit ,0,2,0
French ,2,4,0
French ,2,4,0
Health ,5,14,0
Health ,24,39,0
Health ,7,41,0
Community Health ,31,164,0
Community Health ,96,219,0
Community Health ,32,89,0
Kinesiology ,17,12,0
Speech & Hearing Science ,0,7,0
Speech & Hearing Science ,0,19,0
Speech & Hearing Science ,6,253,0
"Recreation, Sport, and Tourism ",13,26,0
"Recreation, Sport, and Tourism ",12,27,0
"Recreation, Sport, and Tourism ",19,10,0
"Recreation, Sport, and Tourism ",139,39,0
VMS - Pathobiology ,0,1,0
Veterinary Medicine ,0,1,0
Veterinary Medicine ,1,0,0
VMS - Comparative Biosciences ,1,0,0
Social Work ,1,22,0
Social Work ,8,53,0
Social Work ,3,39,0
Social Work ,2,15,0
Social Work ,5,22,0
Library & Information Science ,1,0,0
Bioinformatics ,2,0,0
Bioenergy ,6,2,0
Agricultural Production ,1,2,0
Agric Leadership & Sci Educ ,9,16,0
Agric Leadership & Sci Educ ,17,15,0
Agr & Consumer Economics ,48,33,0
Agr & Consumer Economics ,0,1,0
Agr & Consumer Economics ,22,3,0
Agr & Consumer Economics ,112,43,0
Agr & Consumer Economics ,88,30,0
Agr & Consumer Economics ,21,11,0
Agr & Consumer Economics ,31,22,0
Agr & Consumer Economics ,24,34,0
Agr & Consumer Economics ,0,1,0
Agr & Consumer Economics ,60,29,0
Agr & Consumer Economics ,53,23,0
Animal Sciences ,0,1,0
Animal Sciences ,14,19,0
Animal Sciences ,9,57,0
Animal Sciences ,68,354,0
Food Science & Human Nutrition ,34,93,0
Food Science & Human Nutrition ,2,4,0
Food Science & Human Nutrition ,18,98,0
Food Science & Human Nutrition ,4,81,0
Food Science & Human Nutrition ,28,44,0
Food Science & Human Nutrition ,5,17,0
Food Science & Human Nutrition ,0,9,0
Food Science & Human Nutrition ,2,11,0
Food Science & Human Nutrition ,13,16,0
Food Science & Human Nutrition ,4,8,0
Technical Systems Management ,2,0,0
Agr & Environmental Cmc & Educ ,1,7,0
Human Development & Family St ,15,148,0
Human Development & Family St ,8,53,0
Human & Community Development ,4,8,0
Crop Sciences ,2,2,0
Crop Sciences ,18,7,0
Crop Sciences ,34,9,0
Crop Sciences ,35,17,0
Crop Sciences ,4,1,0
Crop Sciences ,1,1,0
Horticulture ,0,1,0
Horticulture ,2,2,0
Horticulture ,8,15,0
Bioinformatics ,2,2,0
Crop Sciences ,1,0,0
Natural Resrcs & Environ Sci ,24,21,0
Natural Resrcs & Environ Sci ,7,2,0
Natural Resrcs & Environ Sci ,1,0,0
Natural Resrcs & Environ Sci ,0,1,0
Natural Resrcs & Environ Sci ,35,41,0
Natural Resrcs & Environ Sci ,38,29,0
Natural Resrcs & Environ Sci ,9,10,0
Business Administration (MBA) ,105,45,0
Business Administration (MBA) ,1,0,0
Management ,3,9,0
Management ,0,4,0
Management ,8,14,0
Management ,6,15,0
Management ,15,12,0
Management ,7,11,0
Business Administration (MBA) ,47,13,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,3,0
Early Childhood Education ,1,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,4,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,2,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,5,0
Elementary Education ,4,7,0
Elementary Education ,5,44,0
Elementary Education ,8,67,0
Elementary Education ,0,1,0
Elementary Education ,0,2,0
Elementary Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,0,24,0
Elementary Education ,1,19,0
Elementary Education ,0,6,0
Elementary Education ,0,1,0
Secondary Education ,0,1,0
Secondary Education ,4,1,0
Secondary Education ,2,1,0
Secondary Education ,1,1,0
Ed Organization and Leadership ,1,0,0
Ed Organization and Leadership ,2,5,0
Ed Organization and Leadership ,4,3,0
Human Resource Education ,1,1,0
Ed Organization and Leadership ,5,18,0
Ed Organization and Leadership ,6,8,0
Human Resource Education ,1,15,0
Human Resource Education ,1,1,0
Human Resource Education ,0,2,0
Ed Organization and Leadership ,3,5,0
Educational Policy Studies ,3,1,0
Human Resource Education ,12,14,0
Agricultural & Biological Engr ,35,7,0
Agricultural & Biological Engr ,22,6,0
Computer Science ,9,2,0
Computer Science ,10,1,0
Bioinformatics ,2,2,0
Materials Science & Engr ,6,1,0
Materials Science & Engr ,27,7,0
Materials Science & Engr ,19,1,0
Materials Science & Engr ,15,10,0
Materials Science & Engr ,15,8,0
Nuclear Engineering ,4,1,0
Nuclear Engineering ,1,0,0
"Nuclear, Plasma, Radiolgc Engr ",42,6,0
"Nuclear, Plasma, Radiolgc Engr ",23,3,0
"Nuclear, Plasma, Radiolgc Engr ",7,2,0
Music ,4,4,0
Music ,47,99,0
Music ,11,4,0
Music ,1,2,0
Music ,22,1,0
Music ,1,0,0
Music ,3,0,0
Music Education ,12,32,0
Music Education ,48,54,0
Music Education ,2,4,0
Music ,20,32,0
Music ,8,2,0
Music ,5,1,0
Music ,0,6,0
Music ,3,0,0
Music ,2,0,0
Music ,11,5,0
Crafts ,0,3,0
Crafts ,1,13,0
Art and Design ,2,2,0
Art and Design ,3,7,0
Art and Design ,0,7,0
Art and Design ,3,4,0
Art and Design ,2,2,0
Art and Design ,0,6,0
Architecture ,79,46,0
Architecture ,22,10,0
Theatre ,1,3,0
Theatre ,7,14,0
Theatre ,14,20,0
Theatre ,0,1,0
Theatre ,1,0,0
Theatre ,1,2,0
Theatre ,3,0,0
Theatre ,0,3,0
Theatre ,15,21,0
Theatre ,6,3,0
Theatre ,20,9,0
Media and Cinema Studies ,21,20,0
Media and Cinema Studies ,20,25,1
Agricultural Communications ,4,15,0
Agricultural Communications ,0,3,0
Agricultural Communications ,0,1,0
Anthropology ,1,5,0
Mathematics ,3,1,0
Mathematics ,3,4,0
Mathematics ,22,9,0
Mathematics ,8,5,0
Mathematics ,6,1,0
Mathematics ,2,1,0
Mathematics ,14,20,0
Applied Mathematics ,11,10,0
"Earth Systems, Env, & Society ",1,2,0
"Earth Systems, Env, & Society ",1,2,0
"Earth Systems, Env, & Society ",0,1,0
"Earth, Society, & Environment ",6,7,0
"Earth, Society, & Environment ",1,2,0
"Earth, Society, & Environment ",1,2,0
"Earth, Society, & Environment ",1,1,0
"Earth, Soc, Env Sustainability ",22,23,0
"Earth, Soc, Env Sustainability ",5,5,0
"Earth, Soc, Env Sustainability ",2,0,0
"Earth, Soc, Env Sustainability ",16,11,0
"Earth, Soc, Env Sustainability ",3,2,0
"Earth, Soc, Env Sustainability ",0,1,0
Plant Biology ,4,1,0
Integrative Biology ,8,26,0
Integrative Biology ,0,3,0
Biology ,3,2,0
Biology ,6,3,0
Biology ,0,1,0
Biology ,3,3,0
Economics ,58,49,0
Chemistry ,6,2,0
Chemistry ,5,4,0
Molecular and Cellular Biology ,17,28,0
Molecular and Cellular Biology ,5,4,0
History ,21,29,0
English ,13,43,0
Rhetoric ,11,30,0
Rhetoric ,2,6,0
English ,0,1,0
English ,0,1,0
Classics ,1,2,0
Interdisciplinary ,0,1,0
Interdisciplinary ,0,1,0
Physics ,6,1,0
Statistics ,5,3,0
Spanish ,2,6,0
Spanish ,0,3,0
Italian ,1,0,0
Spanish ,1,0,0
Geology ,3,3,0
Geology ,2,0,0
Geology ,3,3,0
Chemical Engineering ,7,4,0
Political Science ,3,4,0
Comparative Literature ,1,0,0
Comparative Literature ,0,1,0
Linguistics ,0,1,0
Geography ,1,0,0
Geography & Geographic Info Sc ,6,1,0
Germanic Lang & Lit ,3,0,0
Germanic Lang & Lit ,1,1,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,1,0,0
French ,0,6,0
French ,0,1,0
French ,1,2,0
French ,1,0,0
Health ,3,24,0
Health ,27,60,0
Health ,9,31,0
Interdisciplinary Health Sci ,2,6,0
Interdisciplinary Health Sci ,5,12,0
Interdisciplinary Health Sci ,3,9,0
Community Health ,27,158,0
Community Health ,99,219,0
Community Health ,34,85,0
Kinesiology ,13,11,0
Speech & Hearing Science ,0,1,0
Speech & Hearing Science ,1,16,0
Speech & Hearing Science ,5,248,0
"Recreation, Sport, and Tourism ",11,29,0
"Recreation, Sport, and Tourism ",12,23,0
"Recreation, Sport, and Tourism ",1,1,0
"Recreation, Sport, and Tourism ",139,46,0
VMS - Pathobiology ,0,1,0
Veterinary Medicine ,0,1,0
VMS - Comparative Biosciences ,1,0,0
Social Work ,3,23,0
Social Work ,0,1,0
Social Work ,14,60,0
Social Work ,2,42,0
Social Work ,0,11,0
Social Work ,2,19,0
Bioinformatics ,0,2,0
Bioenergy ,11,1,0
Agricultural Production ,1,4,0
Agric Leadership & Sci Educ ,9,20,0
Agric Leadership & Sci Educ ,1,0,0
Agric Leadership & Sci Educ ,13,15,0
Agr & Consumer Economics ,39,27,0
Agr & Consumer Economics ,18,3,0
Agr & Consumer Economics ,118,47,0
Agr & Consumer Economics ,88,26,0
Agr & Consumer Economics ,22,16,0
Agr & Consumer Economics ,0,1,0
Agr & Consumer Economics ,31,23,0
Agr & Consumer Economics ,24,29,0
Agr & Consumer Economics ,64,35,0
Agr & Consumer Economics ,0,1,0
Agr & Consumer Economics ,61,23,0
Animal Sciences ,11,33,0
Animal Sciences ,9,64,0
Animal Sciences ,66,329,0
Bioinformatics ,0,2,0
Food Science & Human Nutrition ,45,96,0
Food Science & Human Nutrition ,1,2,0
Food Science & Human Nutrition ,16,82,0
Food Science & Human Nutrition ,4,81,0
Food Science & Human Nutrition ,20,47,0
Food Science & Human Nutrition ,5,18,0
Food Science & Human Nutrition ,3,4,0
Food Science & Human Nutrition ,3,10,0
Food Science & Human Nutrition ,13,20,0
Food Science & Human Nutrition ,5,6,0
Technical Systems Management ,3,3,0
Agr & Environmental Cmc & Educ ,0,3,0
Human Development & Family St ,10,131,0
Human Development & Family St ,2,36,0
Human & Community Development ,1,0,0
Human & Community Development ,5,17,0
Crop Sciences ,1,3,0
Crop Sciences ,22,9,0
Crop Sciences ,40,13,0
Crop Sciences ,29,28,0
Crop Sciences ,1,1,0
Crop Sciences ,2,2,0
Horticulture ,3,4,0
Horticulture ,5,16,0
Bioinformatics ,2,0,0
Natural Resrcs & Environ Sci ,29,25,0
Natural Resrcs & Environ Sci ,1,3,0
Natural Resrcs & Environ Sci ,34,43,0
Natural Resrcs & Environ Sci ,1,0,0
Natural Resrcs & Environ Sci ,34,36,0
Natural Resrcs & Environ Sci ,11,13,0
Business Administration (MBA) ,102,51,0
Management ,10,11,0
Management ,0,3,0
Management ,5,12,0
Management ,4,15,0
Management ,15,9,0
Management ,5,9,0
Business Administration (MBA) ,49,21,0
Early Childhood Education ,0,7,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,3,0
Early Childhood Education ,0,3,0
Early Childhood Education ,0,4,0
Early Childhood Education ,0,3,0
Elementary Education ,0,1,0
Elementary Education ,2,6,0
Elementary Education ,3,41,0
Elementary Education ,10,69,0
Elementary Education ,0,1,0
Elementary Education ,0,4,0
Elementary Education ,0,2,0
Elementary Education ,0,1,0
Elementary Education ,0,22,0
Elementary Education ,0,20,0
Elementary Education ,0,21,0
Elementary Education ,0,1,0
Secondary Education ,1,0,0
Secondary Education ,2,0,0
Secondary Education ,3,2,0
Curriculum and Instruction ,0,1,0
Educational Psychology ,0,1,0
Educational Psychology ,0,3,0
Ed Organization and Leadership ,2,2,0
Ed Organization and Leadership ,4,3,0
Human Resource Education ,1,0,0
Ed Organization and Leadership ,9,19,0
Ed Organization and Leadership ,5,12,0
Human Resource Education ,3,12,0
Human Resource Education ,0,2,0
Ed Organization and Leadership ,0,1,0
Ed Organization and Leadership ,2,11,0
Ed Organization and Leadership ,1,1,0
Educational Policy Studies ,1,1,0
Human Resource Education ,9,15,0
Agricultural & Biological Engr ,22,4,0
Agricultural & Biological Engr ,25,7,0
Engineering ,5,2,0
Computer Science ,13,1,0
Computer Science ,17,0,0
Computer Science ,3,0,0
Computer Science ,7,2,0
Bioinformatics ,2,1,0
Mechanical Engineering ,1,0,0
Materials Science & Engr ,6,2,0
Materials Science & Engr ,26,10,0
Materials Science & Engr ,24,3,0
Materials Science & Engr ,11,8,0
Materials Science & Engr ,20,22,0
Materials Science & Engr ,2,0,0
"Nuclear, Plasma, Radiolgc Engr ",49,10,0
"Nuclear, Plasma, Radiolgc Engr ",19,1,0
"Nuclear, Plasma, Radiolgc Engr ",7,3,0
Music ,6,5,0
Music ,43,94,0
Music ,12,3,0
Music ,2,1,0
Music ,23,3,0
Music ,3,0,0
Music Education ,10,31,0
Music Education ,44,52,0
Music Education ,2,7,0
Music ,1,0,0
Music ,23,29,0
Music ,7,1,0
Music ,6,1,0
Music ,1,6,0
Music ,3,0,0
Music ,2,0,0
Music ,1,1,0
Music ,9,3,0
Crafts ,1,1,0
Crafts ,0,14,0
Art and Design ,1,1,0
Art and Design ,1,6,0
Art and Design ,1,5,0
Art and Design ,4,5,0
Art and Design ,1,1,0
Art and Design ,1,5,0
Architecture ,66,41,0
Architecture ,18,11,0
Theatre ,1,3,0
Theatre ,5,13,0
Theatre ,19,19,0
Theatre ,0,1,0
Theatre ,2,0,0
Theatre ,3,0,0
Theatre ,1,2,0
Theatre ,20,25,0
Theatre ,6,2,0
Theatre ,15,12,0
Media and Cinema Studies ,23,18,0
Media and Cinema Studies ,19,31,0
Journalism ,1,0,0
Agricultural Communications ,8,19,0
Agricultural Communications ,1,5,0
Agricultural Communications ,0,6,0
Anthropology ,2,8,0
Anthropology ,0,1,0
Mathematics ,13,3,0
Mathematics ,5,3,0
Mathematics ,24,8,0
Mathematics ,12,6,0
Mathematics ,7,0,0
Mathematics ,15,17,0
Mathematics ,1,0,0
Applied Mathematics ,8,13,0
"Earth Systems, Env, & Society ",1,0,0
"Earth, Society, & Environment ",2,3,0
"Earth, Society, & Environment ",0,1,0
"Earth, Society, & Environment ",0,1,0
"Earth, Soc, Env Sustainability ",19,29,0
"Earth, Soc, Env Sustainability ",5,7,0
"Earth, Soc, Env Sustainability ",2,7,0
"Earth, Soc, Env Sustainability ",13,12,0
"Earth, Soc, Env Sustainability ",3,2,0
"Earth, Soc, Env Sustainability ",1,3,0
E Asian Languages & Cultures ,0,3,0
Plant Biotechnology ,2,2,0
Integrative Biology ,9,21,0
Integrative Biology ,0,5,0
Biology ,2,2,0
Biology ,8,5,0
Biology ,3,3,0
Economics ,60,41,0
Chemistry ,6,2,0
Chemistry ,4,4,0
Molecular and Cellular Biology ,14,21,0
Molecular and Cellular Biology ,5,3,0
History ,18,22,0
History ,1,0,0
English ,12,40,0
English ,0,2,0
Rhetoric ,5,10,0
Rhetoric ,3,5,0
English ,0,1,0
English ,0,4,0
English ,0,1,0
Classics ,1,0,0
Classics ,1,0,0
Classics ,1,0,0
Interdisciplinary ,0,1,0
Interdisciplinary ,0,1,0
Interdisciplinary ,0,1,0
Physics ,2,0,0
Statistics ,2,4,0
Statistics ,17,19,0
Spanish ,1,6,0
Spanish ,0,7,0
Spanish ,1,0,0
Spanish ,1,0,0
Geology ,2,0,0
Geology ,0,1,0
Geology ,2,2,0
Geology ,4,3,0
Chemical Engineering ,11,5,0
Comparative Literature ,0,1,0
Comparative Literature ,0,1,0
Linguistics ,1,0,0
Geography ,0,1,0
Geography & Geographic Info Sc ,2,0,0
Geography & Geographic Info Sc ,10,2,0
Geography & Geographic Info Sc ,1,0,0
Germanic Lang & Lit ,2,1,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,0,1,0
French ,0,2,0
French ,1,1,0
French ,2,3,0
French ,0,1,0
French ,0,1,0
French ,1,1,0
Italian ,1,0,0
Health ,2,3,0
Health ,0,1,0
Interdisciplinary Health Sci ,8,33,0
Interdisciplinary Health Sci ,23,87,0
Interdisciplinary Health Sci ,10,45,0
Community Health ,23,136,0
Community Health ,86,253,0
Community Health ,27,67,0
Kinesiology ,9,9,0
Speech & Hearing Science ,3,2,0
Speech & Hearing Science ,1,14,0
Speech & Hearing Science ,3,236,0
Speech & Hearing Science ,0,1,0
"Recreation, Sport, and Tourism ",15,33,0
"Recreation, Sport, and Tourism ",8,22,0
"Recreation, Sport, and Tourism ",166,42,0
VMS - Pathobiology ,0,1,0
VMS - Comparative Biosciences ,1,0,0
Social Work ,2,31,0
Social Work ,5,62,0
Social Work ,0,1,0
Social Work ,2,32,0
Social Work ,4,10,0
Social Work ,2,15,0
Bioinformatics ,0,3,0
Bioenergy ,9,6,0
Agricultural Production ,2,4,0
Agric Leadership & Sci Educ ,7,16,0
Agric Leadership & Sci Educ ,10,21,0
Agr & Consumer Economics ,34,33,0
Agr & Consumer Economics ,0,1,0
Agr & Consumer Economics ,24,3,0
Agr & Consumer Economics ,128,47,0
Agr & Consumer Economics ,81,21,0
Agr & Consumer Economics ,11,13,0
Agr & Consumer Economics ,28,23,0
Agr & Consumer Economics ,1,0,0
Agr & Consumer Economics ,29,29,0
Agr & Consumer Economics ,70,35,0
Agr & Consumer Economics ,60,21,0
Animal Sciences ,13,33,0
Animal Sciences ,8,65,0
Animal Sciences ,57,325,0
Agriculture ,1,0,0
Bioinformatics ,0,1,0
Food Science & Human Nutrition ,37,96,0
Food Science & Human Nutrition ,17,91,0
Food Science & Human Nutrition ,3,77,0
Food Science & Human Nutrition ,18,36,0
Food Science & Human Nutrition ,8,12,0
Food Science & Human Nutrition ,1,8,0
Food Science & Human Nutrition ,1,8,0
Food Science & Human Nutrition ,13,21,0
Food Science & Human Nutrition ,4,5,0
Technical Systems Management ,5,1,0
Human Development & Family St ,13,131,0
Human Development & Family St ,7,45,0
Human & Community Development ,4,24,0
Crop Sciences ,3,1,0
Crop Sciences ,22,10,0
Crop Sciences ,0,1,0
Crop Sciences ,33,16,0
Crop Sciences ,29,22,0
Crop Sciences ,1,3,0
Crop Sciences ,4,1,0
Crop Sciences ,0,1,0
Horticulture ,1,3,0
Horticulture ,5,9,0
Bioinformatics ,1,0,0
Natural Resrcs & Environ Sci ,31,15,0
Natural Resrcs & Environ Sci ,1,3,0
Natural Resrcs & Environ Sci ,27,35,0
Natural Resrcs & Environ Sci ,38,31,0
Natural Resrcs & Environ Sci ,12,17,0
Business Administration (MBA) ,101,50,0
Business Administration (MBA) ,1,0,0
Business Administration (MBA) ,1,0,0
Accountancy ,2,0,0
Accountancy ,1,0,0
Business Administration ,0,1,0
Management ,11,6,0
Management ,2,4,0
Management ,3,11,0
Management ,2,18,0
Management ,10,17,0
Management ,10,10,0
Business Administration ,1,0,0
Technology Management ,1,0,0
Technology Management ,1,0,0
Business Administration (MBA) ,45,21,0
Learning and Education Studies ,3,2,0
Learning and Education Studies ,2,7,0
Learning and Education Studies ,1,4,0
Learning and Education Studies ,1,3,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,7,0
Early Childhood Education ,0,3,0
Early Childhood Education ,0,6,0
Early Childhood Education ,0,11,0
Early Childhood Education ,0,3,0
Early Childhood Education ,0,6,0
Elementary Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,0,5,0
Elementary Education ,3,45,0
Elementary Education ,10,61,0
Elementary Education ,0,1,0
Elementary Education ,0,4,0
Elementary Education ,0,2,0
Elementary Education ,0,1,0
Elementary Education ,0,18,0
Elementary Education ,0,14,0
Elementary Education ,2,30,0
Elementary Education ,0,2,0
Secondary Education ,2,0,0
Secondary Education ,3,1,0
Secondary Education ,5,6,0
