Term,Major,Concentration,Total,Male,Female,Neutral
120081,Kinesiology ,Teacher Education K-12 ,41,27,14,0
120081,Speech & Hearing Science ,Human Communication Science ,1,0,1,0
120081,Speech & Hearing Science ,Audiology ,12,2,10,0
120081,Speech & Hearing Science ,Speech-Language Pathology ,179,6,173,0
120081,Leisure Studies ,Recreation Management ,2,2,0,0
120081,Leisure Studies ,Tourism Management ,2,0,2,0
120081,Leisure Studies ,Sports Management ,9,7,2,0
120081,"Recreation, Sport, and Tourism ",Recreation Management ,55,28,27,0
120081,"Recreation, Sport, and Tourism ",Tourism Management ,58,12,46,0
120081,"Recreation, Sport, and Tourism ",Sports Management ,182,137,45,0
120081,VMS - Veterinary Biosciences ,Vet Biosciences Res Scholars ,1,1,0,0
120081,Library & Information Science ,Library & Info Sci - Media ,4,0,4,0
120081,Library & Information Science ,Library & Info Sci - Media ,1,0,1,0
120081,Bioinformatics ,Library & Information Science ,4,2,2,0
120091,"Agribusiness, Farm & Financial ",Agri-Accounting ,9,6,3,0
120091,"Agribusiness, Farm & Financial ",Agri-Finance ,3,3,0,0
120091,"Agribusiness, Farm & Financial ",Farm Management ,3,3,0,0
120091,"Agribusiness, Farm & Financial ",Agribusiness Markets & Mgmt ,11,10,1,0
120091,"Intl, Resource, Consumer Econ ",Consumer Economics & Finance ,5,3,2,0
120091,"Intl, Resource, Consumer Econ ",Env & Natural Resource Mgmt ,4,1,3,0
120091,"Intl, Resource, Consumer Econ ","Policy, Intl Trade, & Dvlpmt ",7,4,3,0
120091,Agr & Consumer Economics ,Agri-Accounting ,58,33,25,0
120091,Agr & Consumer Economics ,Agri-Finance ,94,60,34,0
120091,Agr & Consumer Economics ,Farm Management ,27,25,2,0
120091,Agr & Consumer Economics ,Agribusiness Markets & Mgmt ,158,103,55,0
120091,Agr & Consumer Economics ,Consumer Economics & Finance ,115,80,35,0
120091,Agr & Consumer Economics ,Envirnmntal Economics & Policy ,26,13,13,0
120091,Agr & Consumer Economics ,Individually Planned Curricula ,1,1,0,0
120091,Agr & Consumer Economics ,"Policy, Intl Trade, & Dvlpmt ",26,15,11,0
120091,Agr & Consumer Economics ,Public Policy and Law ,38,22,16,0
120091,Agr & Consumer Economics ,Financial Planning ,47,38,9,0
120091,Animal Sciences ,Animal Business Mgt and Ind ,17,9,8,0
120091,Animal Sciences ,"Companion,Rec,Lab An Sci ",96,10,86,0
120091,Animal Sciences ,Food Animal Science ,28,15,13,0
120091,Animal Sciences ,"Science, Biotech & Pre-VetMed ",362,72,289,1
120091,Food Science & Human Nutrition ,Food Science ,80,27,53,0
120091,Food Science & Human Nutrition ,Food Industry and Business ,22,8,14,0
120091,Food Science & Human Nutrition ,Human Nutrition ,90,23,67,0
120091,Food Science & Human Nutrition ,Dietetics ,71,1,70,0
120091,Food Science & Human Nutrition ,Hospitality Management ,83,20,63,0
120091,Agr & Environmental Cmc & Educ ,Agricultural Communications ,5,1,4,0
120091,Agr & Environmental Cmc & Educ ,Agricultural Leadership ,4,0,4,0
120091,Agr & Environmental Cmc & Educ ,Agricultural Education ,18,2,16,0
120091,Agr & Environmental Cmc & Educ ,"Agr, Cons, Env Sci Communictn ",47,10,37,0
120091,Human Development & Family St ,Child and Adolescent Dev ,142,5,137,0
120091,Human Development & Family St ,Family Studies ,59,2,56,1
120091,Crop Sciences ,Agroecology ,1,1,0,0
120091,Crop Sciences ,Crops ,18,14,4,0
120091,Crop Sciences ,Crop Agribusiness ,28,24,4,0
120091,Crop Sciences ,Plant Biotech & Molecular Bio ,21,12,9,0
120091,Crop Sciences ,Biological Sciences ,8,4,4,0
120091,Bioinformatics ,Crop Science ,2,1,1,0
120091,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,55,31,24,0
120091,Natural Resrcs & Environ Sci ,Forest Science ,16,13,3,0
120091,Natural Resrcs & Environ Sci ,Human Dimensions ,47,18,29,0
120091,Natural Resrcs & Environ Sci ,Resource Ecology ,38,18,20,0
120091,Natural Resrcs & Environ Sci ,Soil and Water Science ,14,8,6,0
120091,Horticulture ,Horticulture Science ,4,2,2,0
120091,Horticulture ,Production and Management ,49,30,19,0
120091,Business Administration (MBA) ,MBA ,95,65,30,0
120091,Accountancy ,Tax ,28,13,14,1
120091,Accountancy ,International Program ,98,31,67,0
120091,Accountancy ,Accountancy Postb ,32,17,15,0
120091,Business Administration ,Marketing ,109,37,72,0
120091,Business Administration ,Organizational Administration ,30,12,18,0
120091,Business Administration ,Production ,1,1,0,0
120091,Business Administration ,Management Science ,1,1,0,0
120091,Business Administration ,Management Info Systems ,11,8,3,0
120091,Business Administration ,Entrepreneurship ,32,24,8,0
120091,Business Administration ,Food and Agribusiness Mgt ,1,1,0,0
120091,Management ,Entrepreneurship ,17,11,6,0
120091,Management ,Entrepreneurship ,9,2,7,0
120091,Management ,International Business ,30,12,18,0
120091,Management ,International Business ,6,4,2,0
120091,Management ,General Management ,30,14,16,0
120091,Management ,General Management ,7,3,4,0
120091,Business Administration (MBA) ,Executive Program ,90,69,18,3
120091,Early Childhood Education ,ECh: Dance ,2,0,2,0
120091,Early Childhood Education ,ECh: History ,4,1,3,0
120091,Early Childhood Education ,ECh: Language arts ,11,0,11,0
120091,Early Childhood Education ,ECh: Linguistics ,1,0,1,0
120091,Early Childhood Education ,ECh: Mathematics ,7,0,7,0
120091,Early Childhood Education ,ECh: Psychology ,13,0,12,1
120091,Early Childhood Education ,ECh: Sociology ,3,0,3,0
120091,Early Childhood Education ,ECh: Italian ,1,0,1,0
120091,Early Childhood Education ,ECh: Spanish ,13,0,13,0
120091,Elementary Education ,EIEd: Biology ,3,1,2,0
120091,Elementary Education ,EIEd: Geography ,1,0,1,0
120091,Elementary Education ,EIEd: History ,14,3,11,0
120091,Elementary Education ,EIEd: Language Arts ,56,2,54,0
120091,Elementary Education ,EIEd: Mathematics ,80,4,76,0
120091,Elementary Education ,EIEd: Music ,2,1,1,0
120091,Elementary Education ,ElEd: Psychology ,41,2,39,0
120091,Elementary Education ,ElEd: Sociology ,5,0,5,0
120091,Elementary Education ,EIEd: Chinese ,1,0,1,0
120091,Elementary Education ,EIEd: French ,4,1,3,0
120091,Elementary Education ,EIEd: German ,1,0,1,0
120091,Elementary Education ,EIEd: Spanish ,44,1,43,0
120091,Elementary Education ,General Sciences ,1,1,0,0
120091,Elementary Education ,Elementary Ed - Cert ,12,2,10,0
120091,Secondary & Continuing Educ ,English Certification ,4,1,3,0
120091,Secondary & Continuing Educ ,Social Studies Certification ,1,1,0,0
120091,Secondary & Continuing Educ ,Sciences Certification ,4,3,1,0
120091,Secondary & Continuing Educ ,Mathematics Certification ,3,2,1,0
120091,Secondary Education ,English Certification ,3,0,3,0
120091,Secondary Education ,Social Studies Certification ,3,2,1,0
120091,Agricultural Engineering ,Food & Bioprocess Engineering ,1,1,0,0
120091,Computer Science ,CS:BS/MS Program ,3,3,0,0
120091,Computer Science ,CS:BS/MS Program ,4,3,1,0
120091,Bioinformatics ,Computer Science ,3,2,1,0
120091,Mechanical Engineering ,BS/MS Mechanical Engineering ,12,12,0,0
120091,Mechanical Engineering ,BS/MS Mechanical Engineering ,18,18,0,0
120091,Materials Science & Engr ,Ceramics ,5,3,2,0
120091,Materials Science & Engr ,Electronic Materials ,10,10,0,0
120091,Materials Science & Engr ,Metals ,11,9,2,0
120091,Materials Science & Engr ,Biomaterials ,14,10,4,0
120091,Materials Science & Engr ,Polymer ,12,9,3,0
120091,Materials Science & Engr ,BS/MS Materials Science & Eng ,1,1,0,0
120091,Nuclear Engineering ,"Power, Safety, and the Environ ",30,29,1,0
120091,Nuclear Engineering ,Plasma and Fusion Sci and Engr ,9,9,0,0
120091,Nuclear Engineering ,"Radiol, Medical, & Instr Apps ",8,6,2,0
120091,"Nuclear, Plasma, Radiolgc Engr ","Power, Safety, and the Environ ",3,2,1,0
120091,"Nuclear, Plasma, Radiolgc Engr ",Plasma and Fusion Sci and Engr ,3,2,1,0
120091,"Nuclear, Plasma, Radiolgc Engr ","Radiol, Medical, & Instr Apps ",1,1,0,0
120091,Music ,Choral Music ,10,5,5,0
120091,Music ,Performance and Literature ,108,40,68,0
120091,Music ,Music Composition ,14,9,5,0
120091,Music ,Vocal Coaching & Accompanying ,7,3,4,0
120091,Music ,Jazz Performance ,20,20,0,0
120091,Music Education ,Choral Music ,51,21,30,0
120091,Music Education ,Instrumental Music ,151,81,70,0
120091,Music Education ,Elementary General Music ,4,1,3,0
120091,Music ,Performance and Literature ,41,19,22,0
120091,Music ,Music Composition ,4,4,0,0
120091,Music ,Music Theory ,1,1,0,0
120091,Music ,Musicology ,6,2,4,0
120091,Music ,Piano Pedagogy ,3,0,3,0
120091,Music ,Instrumental Conducting (Band) ,1,1,0,0
120091,Music ,Instrumental Conducting (Orch) ,1,1,0,0
120091,Music ,Vocal Coaching & Accompanying ,1,0,1,0
120091,Music ,Jazz Performance ,5,4,1,0
120091,Crafts ,Ceramics ,8,3,5,0
120091,Crafts ,Metals ,10,2,8,0
120091,Art and Design ,Graphic Design ,3,1,2,0
120091,Art and Design ,Industrial Design ,8,3,5,0
120091,Art and Design ,Metals ,6,0,6,0
120091,Art and Design ,Painting ,5,2,3,0
120091,Art and Design ,Photography ,5,2,3,0
120091,Art and Design ,Sculpture ,3,3,0,0
120091,Landscape Architecture ,Five-Year Program ,16,8,8,0
120091,Architecture ,Architecture - 2 Yr ,147,94,53,0
120091,Architecture ,Architecture Track 3 ,27,15,12,0
120091,Theatre ,Scene Design ,1,1,0,0
120091,Theatre ,Stage Management ,8,3,5,0
120091,Theatre ,Theatre Studies ,18,7,11,0
120091,Theatre ,Theatre Technology & Lighting ,1,1,0,0
120091,Theatre ,Acting ,34,16,18,0
120091,Theatre ,Costume Design and Technology ,3,0,3,0
120091,Theatre ,Scenic Technology ,2,2,0,0
120091,Theatre ,Lighting Design ,6,5,1,0
120091,Theatre ,Sound Design and Technology ,2,2,0,0
120091,Theatre ,Scenic Design ,7,2,5,0
120091,Theatre ,Design and Technology ,37,13,24,0
120091,Theatre ,Acting ,9,5,4,0
120091,Theatre ,Theatre Foundations ,40,16,24,0
120091,Anthropology ,Socioculturl & Linguistic Anth ,5,1,4,0
120091,Anthropology ,Socioculturl & Linguistic Anth ,2,1,1,0
120091,Mathematics ,Operations Research ,1,0,1,0
120091,Mathematics ,Applied Mathematics ,4,2,2,0
120091,Mathematics ,Graduate Preparation ,2,2,0,0
120091,Mathematics ,Mathematics Teaching Option ,64,23,41,0
120091,Mathematics ,Mathematics Teaching Option ,1,0,1,0
120091,Applied Mathematics ,Actuarial Science ,12,4,8,0
120091,"Earth Systems, Env, & Society ",Society and the Environment ,33,17,16,0
120091,"Earth Systems, Env, & Society ",Science of the Earth System ,12,8,4,0
120091,Integrative Biology ,Honors Integrative Biology ,40,16,24,0
120091,Integrative Biology ,Honors Integrative Biology ,3,3,0,0
120091,Biology ,Ecology & Evolutionary Biology ,1,1,0,0
120091,Biology ,"Ecology, Ethology, Evolution ",15,8,7,0
120091,Biology ,Ecology & Evolutionary Biology ,11,4,7,0
120091,Biology ,Physiol & Molec Plant Biology ,12,7,5,0
120091,Biology ,Biology Teacher Educ Option ,15,8,7,0
120091,Economics ,Policy Economics ,72,48,24,0
120091,Chemistry ,Chemistry Teaching Option ,13,9,4,0
120091,Molecular and Cellular Biology ,Honors ,67,29,38,0
120091,Molecular and Cellular Biology ,Honors ,3,3,0,0
120091,History ,Teaching of Social Studies ,88,52,36,0
120091,Religious Studies ,Christianity ,1,1,0,0
120091,Religious Studies ,Judaica ,1,1,0,0
120091,Religious Studies ,Philosophy of Religion ,2,1,1,0
120091,Religious Studies ,Religion and Culture ,2,1,1,0
120091,English ,English Teaching Option ,88,15,73,0
120091,English ,English Teaching Option ,2,2,0,0
120091,Rhetoric ,Creative Writing ,110,60,50,0
120091,Rhetoric ,Creative Writing ,5,2,3,0
120091,Classics ,Greek ,2,1,1,0
120091,Classics ,Latin ,6,3,3,0
120091,Classics ,Classical Civilization ,12,4,8,0
120091,Interdisciplinary ,Medieval Civilization ,2,2,0,0
120091,Interdisciplinary ,Cinema Studies ,31,19,12,0
120091,Interdisciplinary ,Cinema Studies ,1,0,1,0
120091,Interdisciplinary ,Gender and Women's Studies ,21,3,18,0
120091,Interdisciplinary ,Gender and Women's Studies ,1,0,1,0
120091,Physics ,Physics Teaching Option ,7,4,3,0
120091,Physics ,Physics Teaching Option ,1,1,0,0
120091,Statistics ,Applied ,3,2,1,0
120091,Statistics ,Analytics ,2,2,0,0
120091,Geology ,Geophysics ,2,2,0,0
120091,Geology ,Environmental Geology ,2,1,1,0
120091,Geology ,Teaching of Earth Science ,5,3,2,0
120091,Geology ,Earth & Environmental Sciences ,11,5,6,0
120091,Chemical Engineering ,Biomolecular Engineering ,18,13,5,0
120091,Comparative Literature ,World Literature ,7,3,4,0
120091,Comparative Literature ,World Literature ,2,0,2,0
120091,Linguistics ,Hebrew Language & Linguistics ,3,2,1,0
120091,Geography ,Human Geography ,1,1,0,0
120091,Geography ,Geographic Information Science ,1,1,0,0
120091,Germanic Lang & Lit ,German and Commercial Studies ,8,4,4,0
120091,Germanic Lang & Lit ,Language and Literature ,3,0,3,0
120091,Germanic Lang & Lit ,Language and Literature ,1,1,0,0
120091,Germanic Lang & Lit ,Language Studies ,1,0,1,0
120091,Germanic Lang & Lit ,Language Studies ,1,1,0,0
120091,Germanic Lang & Lit ,Modern German Studies ,4,1,3,0
120091,Germanic Lang & Lit ,Scandinavian Studies ,2,1,1,0
120091,French ,French Commercial Studies ,12,5,7,0
120091,French ,French Commercial Studies ,1,0,1,0
120091,French ,French Studies ,14,2,12,0
120091,Community Health ,Health Education ,149,23,126,0
120091,Community Health ,Health Planning & Admin ,259,60,198,1
120091,Community Health ,Rehab & Disability Studies ,75,6,69,0
120091,Kinesiology ,Athletic Training ,14,3,11,0
120091,Kinesiology ,Teacher Education K-12 ,44,28,15,1
120091,Speech & Hearing Science ,Human Communication Science ,7,0,7,0
120091,Speech & Hearing Science ,Audiology ,10,3,7,0
120091,Speech & Hearing Science ,Speech-Language Pathology ,149,9,140,0
120091,Leisure Studies ,Sports Management ,3,2,1,0
120091,"Recreation, Sport, and Tourism ",Recreation Management ,50,29,21,0
120091,"Recreation, Sport, and Tourism ",Tourism Management ,49,15,34,0
120091,"Recreation, Sport, and Tourism ",Sports Management ,167,129,37,1
120091,Veterinary Medicine ,Vet Biosciences Res Scholars ,3,0,3,0
120091,Veterinary Medicine ,Vet Pathobiology Res Scholars ,1,0,1,0
120091,VMS - Veterinary Biosciences ,Vet Biosciences Res Scholars ,2,2,0,0
120091,Bioinformatics ,Library & Information Science ,5,2,3,0
120101,Bioenergy ,Professional Science Masters ,6,6,0,0
120101,Agricultural Production ,Professional Science Masters ,4,2,2,0
120101,"Agribusiness, Farm & Financial ",Agri-Accounting ,1,0,1,0
120101,"Agribusiness, Farm & Financial ",Agribusiness Markets & Mgmt ,2,2,0,0
120101,"Intl, Resource, Consumer Econ ",Consumer Economics & Finance ,1,1,0,0
120101,Agr & Consumer Economics ,Agri-Accounting ,61,33,28,0
120101,Agr & Consumer Economics ,Agri-Finance ,58,33,25,0
120101,Agr & Consumer Economics ,Farm Management ,37,35,2,0
120101,Agr & Consumer Economics ,Agribusiness Markets & Mgmt ,151,105,46,0
120101,Agr & Consumer Economics ,Consumer Economics & Finance ,93,65,28,0
120101,Agr & Consumer Economics ,Envirnmntal Economics & Policy ,35,27,8,0
120101,Agr & Consumer Economics ,"Policy, Intl Trade, & Dvlpmt ",35,22,13,0
120101,Agr & Consumer Economics ,Public Policy and Law ,48,27,21,0
120101,Agr & Consumer Economics ,Financial Planning ,59,44,15,0
120101,Animal Sciences ,Animal Business Mgt and Ind ,17,7,10,0
120101,Animal Sciences ,"Companion,Rec,Lab An Sci ",101,17,84,0
120101,Animal Sciences ,Food Animal Science ,26,10,16,0
120101,Animal Sciences ,"Science, Biotech & Pre-VetMed ",350,71,278,1
120101,Food Science & Human Nutrition ,Food Science ,91,25,66,0
120101,Food Science & Human Nutrition ,Food Industry and Business ,24,12,12,0
120101,Food Science & Human Nutrition ,Human Nutrition ,101,18,83,0
120101,Food Science & Human Nutrition ,Dietetics ,68,2,66,0
120101,Food Science & Human Nutrition ,Hospitality Management ,70,19,51,0
120101,Food Science & Human Nutrition ,Professional Science Masters ,2,2,0,0
120101,Food Science & Human Nutrition ,Food Science ,1,0,1,0
120101,Food Science & Human Nutrition ,Human Nutrition ,1,1,0,0
120101,Agr & Environmental Cmc & Educ ,Agricultural Leadership ,7,2,5,0
120101,Agr & Environmental Cmc & Educ ,Agricultural Education ,26,6,20,0
120101,Agr & Environmental Cmc & Educ ,"Agr, Cons, Env Sci Communictn ",52,12,40,0
120101,Human Development & Family St ,Child and Adolescent Dev ,137,10,126,1
120101,Human Development & Family St ,Family Studies ,75,5,69,1
120101,Human & Community Development ,Human Development & Family St ,3,1,2,0
120101,Crop Sciences ,Agroecology ,3,2,1,0
120101,Crop Sciences ,Crops ,20,13,7,0
120101,Crop Sciences ,Crop Agribusiness ,41,32,9,0
120101,Crop Sciences ,Plant Biotech & Molecular Bio ,20,12,8,0
120101,Crop Sciences ,Biological Sciences ,7,4,3,0
120101,Horticulture ,Horticulture Science ,2,1,1,0
120101,Horticulture ,Production and Management ,40,28,12,0
120101,Horticulture ,Production and Management ,2,0,2,0
120101,Horticulture ,Urban Forestry ,1,0,1,0
120101,Bioinformatics ,Crop Science ,6,4,2,0
120101,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,9,3,6,0
120101,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,45,23,22,0
120101,Natural Resrcs & Environ Sci ,Forest Science ,16,14,2,0
120101,Natural Resrcs & Environ Sci ,Human Dimensions ,39,17,22,0
120101,Natural Resrcs & Environ Sci ,Resource Ecology ,35,21,14,0
120101,Natural Resrcs & Environ Sci ,Soil and Water Science ,15,8,7,0
120101,Natural Resrcs & Environ Sci ,Humn Dimnsns of the Environmnt ,15,6,9,0
120101,Natural Resrcs & Environ Sci ,Resrce Cons & Restoration Ecol ,10,4,6,0
120101,Natural Resrcs & Environ Sci ,Globl Chg & Landscape Dynamics ,3,2,1,0
120101,Business Administration (MBA) ,MBA ,95,66,29,0
120101,Accountancy ,Taxation ,69,28,41,0
120101,Accountancy ,International Program ,4,3,1,0
120101,Accountancy ,Accountancy Postb ,25,15,10,0
120101,Business Administration ,Marketing ,26,12,14,0
120101,Business Administration ,Organizational Administration ,5,1,4,0
120101,Business Administration ,Management Science ,1,1,0,0
120101,Business Administration ,Management Info Systems ,3,3,0,0
120101,Business Administration ,Entrepreneurship ,7,6,1,0
120101,Management ,Entrepreneurship ,27,16,11,0
120101,Management ,Entrepreneurship ,14,6,8,0
120101,Management ,International Business ,48,16,32,0
120101,Management ,International Business ,17,7,10,0
120101,Management ,General Management ,45,23,21,1
120101,Management ,General Management ,15,4,11,0
120101,Business Administration (MBA) ,Executive Program ,84,64,15,5
120101,Early Childhood Education ,ECh: Dance ,1,0,1,0
120101,Early Childhood Education ,ECh: Geography ,1,0,1,0
120101,Early Childhood Education ,ECh: History ,4,1,3,0
120101,Early Childhood Education ,ECh: Language arts ,5,0,5,0
120101,Early Childhood Education ,ECh: Mathematics ,10,0,10,0
120101,Early Childhood Education ,ECh: Psychology ,11,0,11,0
120101,Early Childhood Education ,ECh: Sociology ,1,0,1,0
